TyreLife,compound_encoded,lap_time_delta,deg_rate,GapToAhead,GapToBehind,laps_remaining,fuel_adjusted_laptime,pit_window_open,safety_car_active,TrackTemp,Position,pit_decision
6.0,0,0.05299999999999727,-0.11749999999999641,0.853,0.825,57.0,81.045,0,0,42.7,19,0
7.0,0,0.27599999999999625,0.1379999999999968,0.86,5.295,56.0,81.29799999999999,0,0,40.7,19,0
8.0,0,0.07399999999999807,0.01050000000000332,0.838,0.004,55.0,81.12599999999999,0,0,40.5,17,0
9.0,0,0.5660000000000025,0.14499999999999968,0.953,22.039,54.0,81.648,0,0,40.4,16,0
10.0,0,0.5370000000000061,0.2315000000000051,1.061,20.171,53.0,81.649,0,0,40.1,16,0
11.0,0,0.5090000000000003,-0.028500000000002357,1.398,18.462,52.0,81.651,0,0,39.6,16,0
12.0,0,0.6470000000000056,0.054999999999989224,1.555,15.324,51.0,81.819,0,0,39.4,15,0
13.0,0,0.8790000000000049,0.18499999999999908,2.069,10.254,50.0,82.081,0,0,39.8,14,0
14.0,0,0.3100000000000023,-0.1685000000000099,2.279,8.178,49.0,81.542,0,0,40.1,13,0
15.0,0,0.3359999999999985,-0.27150000000000285,2.485,6.901,48.0,81.598,0,0,41.3,13,0
16.0,0,0.23699999999999477,-0.03649999999999787,2.635,5.597,47.0,81.529,0,0,41.3,13,0
17.0,0,0.44899999999999807,0.05649999999998634,2.753,4.301,46.0,81.771,0,0,42.0,13,0
18.0,0,0.6610000000000014,0.2119999999999953,3.01,2.887,45.0,82.013,0,0,41.9,13,0
19.0,0,0.7690000000000055,0.1600000000000007,3.302,1.578,44.0,82.15100000000001,0,0,42.2,13,0
20.0,0,0.4690000000000083,-0.09600000000000376,3.266,0.86,43.0,81.881,0,0,42.2,13,0
21.0,0,0.5529999999999973,-0.10800000000000223,3.304,0.546,42.0,81.99499999999999,1,0,42.0,13,0
22.0,0,0.585000000000008,0.05799999999999492,3.33,0.581,41.0,82.057,1,0,41.8,13,0
23.0,0,0.2510000000000048,-0.15099999999999328,3.263,1.021,40.0,81.753,1,0,42.4,13,0
24.0,0,0.2849999999999966,-0.15000000000000305,3.229,0.607,39.0,81.817,1,0,42.3,13,0
25.0,0,0.5460000000000065,0.1474999999999968,3.117,0.432,38.0,82.108,1,0,42.2,13,0
26.0,0,2.652000000000001,1.1835000000000064,1.462,0.53,37.0,84.244,1,0,42.6,14,0
27.0,0,0.7960000000000065,0.12500000000000222,2.638,0.538,36.0,82.418,1,0,43.0,14,0
28.0,0,0.5319999999999965,-1.0599999999999978,3.128,0.595,35.0,82.184,1,0,41.9,14,0
29.0,0,0.7340000000000089,-0.030999999999998886,3.735,0.48,34.0,82.41600000000001,1,0,42.6,14,0
30.0,0,1.323999999999998,0.39600000000000685,5.029,0.524,33.0,83.036,1,0,42.4,14,0
31.0,0,5.513000000000005,2.3894999999999933,3.067,3.999,32.0,87.25500000000001,1,1,42.4,16,1
1.0,1,25.510000000000005,12.092999999999993,4.533,120.648,31.0,107.282,0,1,42.3,19,1
2.0,1,0.0,-3.377500000000003,4.36,121.037,30.0,80.55999999999999,0,0,42.6,19,0
3.0,1,0.14700000000000557,-13.3025,4.261,121.203,29.0,80.737,0,0,42.6,19,0
4.0,1,0.1010000000000133,0.05050000000000048,2.436,121.249,28.0,80.721,0,0,42.6,19,0
5.0,1,0.16900000000001114,0.0110000000000106,2.58,121.379,27.0,80.819,0,0,42.1,19,0
6.0,1,1.5040000000000049,0.7014999999999939,3.886,120.085,26.0,82.184,0,0,42.4,19,0
7.0,1,1.6290000000000049,0.7299999999999905,5.308,118.708,25.0,82.339,0,0,42.6,19,0
8.0,1,1.625,0.060499999999993226,6.771,117.317,24.0,82.365,0,0,42.5,19,0
9.0,1,0.0,-0.8770000000000003,4.647,117.836,23.0,80.645,0,0,42.0,19,0
10.0,1,0.16900000000001114,-0.7904999999999945,3.121,14.444,22.0,80.84400000000001,0,0,42.0,18,0
11.0,1,0.16100000000000136,0.08050000000000405,0.896,12.799,21.0,80.866,0,0,41.8,18,0
12.0,1,0.5220000000000056,0.17649999999999613,1.12,11.971,20.0,81.257,0,0,41.6,18,0
13.0,1,2.588000000000008,1.2135000000000002,3.135,9.027,19.0,83.35300000000001,0,0,42.1,18,0
14.0,1,1.1000000000000085,0.28900000000001014,2.107,7.645,18.0,81.895,0,0,42.0,18,0
15.0,1,0.9980000000000047,-0.7950000000000003,1.566,6.344,17.0,81.823,0,0,41.5,18,0
16.0,1,0.9730000000000132,-0.06350000000000842,1.632,5.081,16.0,81.828,1,0,40.5,18,0
17.0,1,0.8510000000000133,-0.07349999999999485,1.968,3.82,15.0,81.736,1,0,39.7,18,0
18.0,1,2.4710000000000036,0.7489999999999862,3.793,1.059,14.0,83.386,1,0,39.5,18,0
19.0,1,0.7439999999999998,-0.053500000000013474,3.967,0.516,13.0,81.689,1,0,39.1,18,0
20.0,1,0.8220000000000027,-0.8244999999999973,3.948,0.386,12.0,81.797,1,0,39.1,18,0
28.0,1,2.2930000000000064,0.42550000000000066,1.08,4.364,4.0,83.402,1,0,38.7,18,0
29.0,1,2.5379999999999967,0.42599999999997706,0.837,26.346,3.0,83.67699999999999,1,0,39.1,18,0
30.0,1,3.1650000000000063,0.4359999999999905,1.876,0.579,2.0,84.334,1,0,40.6,17,0
31.0,1,0.043000000000006366,-1.2474999999999914,1.336,5.292,1.0,81.242,1,0,40.6,17,0
1.0,1,0.0,0.0,0.576,0.598,62.0,87.491,0,1,44.5,11,0
2.0,1,0.0,0.0,0.772,0.726,61.0,80.965,0,0,45.5,11,0
3.0,1,0.0,-3.6339999999999946,0.942,0.933,60.0,80.283,0,0,45.3,11,0
4.0,1,0.14400000000000546,-0.2840000000000003,0.987,0.935,59.0,80.45700000000001,0,0,45.2,11,0
5.0,1,0.1280000000000001,0.06400000000000061,1.045,0.991,58.0,80.471,0,0,43.6,11,0
6.0,1,0.32900000000000773,0.09250000000000436,1.257,1.015,57.0,80.70200000000001,0,0,42.7,11,0
7.0,1,0.34499999999999886,0.10849999999999912,1.044,1.149,56.0,80.74799999999999,0,0,41.7,11,0
8.0,1,0.2909999999999968,-0.019000000000013034,1.08,1.199,55.0,80.72399999999999,0,0,40.5,11,0
9.0,1,0.37000000000000455,0.012500000000007026,0.942,1.461,54.0,80.833,0,0,40.4,11,0
10.0,1,0.41100000000000136,0.060000000000006805,0.891,1.787,53.0,80.904,0,0,40.1,11,0
11.0,1,5.0049999999999955,2.3174999999999875,1.574,0.583,52.0,85.52799999999999,0,1,39.6,13,1
1.0,0,22.695000000000007,11.141999999999996,15.324,1.695,51.0,103.248,0,1,39.4,16,1
2.0,0,0.0,-2.7594999999999916,3.058,2.133,50.0,80.069,0,0,39.8,16,0
3.0,0,0.6850000000000023,-11.262000000000006,2.613,1.718,49.0,80.784,0,0,41.0,16,0
4.0,0,0.43599999999999284,0.2179999999999993,2.7,1.668,48.0,80.565,0,0,41.3,16,0
5.0,0,0.44299999999999784,-0.12100000000000133,2.956,1.808,47.0,80.602,0,0,41.3,16,0
6.0,0,0.688999999999993,0.1264999999999868,3.14,1.941,46.0,80.878,0,0,42.0,16,0
7.0,0,0.4620000000000033,0.009499999999997781,3.085,2.329,45.0,80.68100000000001,0,0,41.9,16,0
8.0,0,0.6550000000000011,-0.01699999999999932,2.685,2.336,44.0,80.90400000000001,0,0,42.2,16,0
9.0,0,0.4440000000000026,-0.008999999999999899,2.389,2.556,43.0,80.723,0,0,42.2,16,0
10.0,0,0.652000000000001,-0.0015000000000209928,2.392,2.775,42.0,80.961,0,0,42.0,16,0
11.0,0,0.8310000000000031,0.19350000000000395,2.38,2.671,41.0,81.17,0,0,41.8,16,0
12.0,0,1.0759999999999934,0.21199999999999672,2.142,2.64,40.0,81.445,0,0,42.4,16,0
13.0,0,0.8889999999999958,0.029000000000003176,1.498,2.7,39.0,81.288,0,0,42.3,16,0
14.0,0,1.1119999999999948,0.018000000000001536,1.416,2.626,38.0,81.541,0,0,42.2,16,0
15.0,0,1.676000000000002,0.39349999999999885,0.53,2.138,37.0,82.135,0,0,42.6,15,0
16.0,0,1.9369999999999976,0.4124999999999995,0.538,1.353,36.0,82.426,0,0,43.0,15,0
17.0,0,1.7219999999999942,0.022999999999997047,0.595,1.171,35.0,82.241,0,0,41.9,15,0
18.0,0,1.7519999999999953,-0.09250000000000495,0.48,1.401,34.0,82.301,0,0,42.6,15,0
19.0,0,2.5009999999999906,0.3895000000000009,0.524,1.762,33.0,83.08,0,0,42.4,15,0
20.0,0,2.1199999999999903,0.18399999999999772,6.232,0.935,32.0,82.729,0,0,42.4,14,0
21.0,0,0.2839999999999918,-1.108499999999997,4.829,1.755,31.0,80.92299999999999,1,0,42.3,14,0
22.0,0,0.6919999999999931,-0.7140000000000051,3.529,0.694,30.0,81.36099999999999,1,0,42.6,13,0
23.0,0,0.23099999999999454,-0.0265000000000017,2.531,3.483,29.0,80.92999999999999,1,0,42.9,13,0
24.0,0,0.6739999999999924,-0.008999999999987497,2.664,3.923,28.0,81.40299999999999,1,0,42.6,13,0
25.0,0,0.679000000000002,0.22400000000000173,2.337,4.431,27.0,81.438,1,0,42.1,13,0
26.0,0,0.6919999999999931,0.008999999999988201,1.007,4.888,26.0,81.481,1,0,42.3,13,0
27.0,0,0.6499999999999915,-0.014500000000003965,1.904,0.312,25.0,81.469,1,0,42.6,10,0
28.0,0,2.0990000000000038,0.703499999999995,2.625,4.444,24.0,82.94800000000001,1,0,42.5,11,0
29.0,0,0.7129999999999939,0.03149999999999689,2.123,3.133,23.0,81.592,1,0,42.0,11,0
30.0,0,0.8079999999999927,-0.6455000000000213,1.996,1.878,22.0,81.717,1,0,42.0,11,0
31.0,0,0.5969999999999942,-0.057999999999999385,1.897,0.519,21.0,81.536,1,0,41.8,11,0
32.0,0,2.084000000000003,0.638000000000011,2.536,5.964,20.0,83.05300000000001,1,0,41.6,12,0
33.0,0,0.9609999999999985,0.18200000000000024,2.963,6.115,19.0,81.96000000000001,1,0,42.1,12,0
34.0,0,0.5069999999999908,-0.7885000000000072,2.606,8.458,18.0,81.53599999999999,1,0,42.1,12,0
35.0,0,0.7289999999999992,-0.11599999999999833,1.863,10.017,17.0,81.788,1,0,41.5,12,0
36.0,0,0.7409999999999997,0.11700000000000345,1.41,13.446,16.0,81.83,1,0,40.5,12,0
37.0,0,0.5949999999999989,-0.06699999999999944,1.31,13.678,15.0,81.714,1,0,40.1,12,0
38.0,0,0.6599999999999966,-0.04050000000000373,1.536,14.085,14.0,81.809,1,0,39.5,12,0
39.0,0,2.5120000000000005,0.9585000000000005,3.696,13.893,13.0,83.691,1,0,39.3,12,0
40.0,0,0.6009999999999991,-0.029499999999995967,1.858,13.364,12.0,81.81,1,0,39.1,12,0
41.0,0,4.039999999999992,0.7639999999999882,3.45,9.365,11.0,85.279,1,0,39.1,12,0
42.0,0,0.7309999999999945,0.06499999999999255,2.083,8.167,10.0,82.0,1,0,39.0,12,0
43.0,0,0.4159999999999968,-1.8120000000000045,1.813,7.314,9.0,81.715,1,0,39.1,12,0
44.0,0,0.33100000000000307,-0.20000000000000315,1.619,6.664,8.0,81.66000000000001,1,0,38.6,12,0
45.0,0,2.326999999999998,0.9555000000000005,3.298,3.949,7.0,83.686,1,0,38.9,12,0
46.0,0,0.7409999999999997,0.20499999999999044,1.706,4.938,6.0,82.13,1,0,38.9,12,0
47.0,0,0.49099999999999966,-0.918000000000004,1.64,3.887,5.0,81.91,1,0,38.9,12,0
48.0,0,0.40500000000000114,-0.16800000000000712,1.389,3.205,4.0,81.854,1,0,38.8,12,0
49.0,0,2.4579999999999984,0.9834999999999963,3.007,0.59,3.0,83.937,1,0,39.1,12,0
50.0,0,0.3719999999999999,-0.016500000000001607,1.159,0.399,2.0,81.881,1,0,40.2,12,0
51.0,0,1.8659999999999997,-0.2960000000000042,1.227,16.246,1.0,83.405,1,0,40.6,13,0
1.0,1,0.0,0.0,0.883,0.816,62.0,81.904,0,0,44.5,2,0
2.0,1,0.0,0.0,0.96,1.069,61.0,78.843,0,0,45.5,2,0
3.0,1,0.21099999999999852,-1.4399999999999982,0.972,1.116,60.0,79.084,0,0,45.3,2,0
4.0,1,0.5319999999999965,0.2659999999999893,1.506,1.19,59.0,79.435,0,0,45.2,2,0
5.0,1,0.37300000000000466,0.08100000000001441,1.818,1.266,58.0,79.30600000000001,0,0,43.6,2,0
6.0,1,0.2360000000000042,-0.1480000000000084,1.859,1.4,57.0,79.19900000000001,0,0,42.7,2,0
7.0,1,0.25,-0.06150000000001228,1.914,1.502,56.0,79.243,0,0,41.7,2,0
8.0,1,0.32399999999999807,0.04399999999998336,2.149,1.621,55.0,79.347,0,0,40.5,2,0
9.0,1,0.3790000000000049,0.06449999999999526,2.658,1.784,54.0,79.432,0,0,40.4,2,0
10.0,1,0.5990000000000038,0.13749999999999193,2.837,1.899,53.0,79.682,0,0,40.1,2,0
11.0,1,0.5279999999999916,0.0744999999999898,3.153,1.845,52.0,79.64099999999999,0,0,39.6,2,0
12.0,1,0.7650000000000006,0.08300000000000218,3.304,1.756,51.0,79.908,0,0,39.4,2,0
13.0,1,1.0619999999999976,0.2670000000000002,3.966,1.463,50.0,80.235,0,0,39.4,2,0
14.0,1,1.0429999999999922,0.13899999999999454,4.7,1.408,49.0,80.246,0,0,40.1,2,0
15.0,1,0.992999999999995,-0.03450000000000048,5.043,1.206,48.0,80.226,0,0,41.0,2,0
16.0,1,0.8499999999999943,-0.0965000000000017,5.204,1.647,47.0,80.113,1,0,41.3,2,0
17.0,1,0.8919999999999959,-0.05050000000000789,5.441,1.796,46.0,80.185,1,0,42.0,2,0
18.0,1,0.9440000000000026,0.04699999999999899,5.647,1.898,45.0,80.26700000000001,1,0,42.0,2,0
19.0,1,1.1200000000000045,0.11399999999999855,5.923,1.777,44.0,80.47300000000001,1,0,42.2,2,0
20.0,1,1.2099999999999937,0.13299999999999304,6.256,1.651,43.0,80.59299999999999,1,0,42.3,2,0
21.0,1,1.1820000000000022,0.030999999999994646,6.503,1.465,42.0,80.595,1,0,42.2,2,0
22.0,1,5.4339999999999975,2.112000000000003,2.624,1.779,41.0,84.877,1,0,41.8,3,1
2.0,0,24.019999999999996,11.418999999999993,0.161,4.68,40.0,103.493,0,1,42.2,7,1
3.0,0,0.0,-2.8194999999999957,13.798,2.055,39.0,79.298,0,0,42.3,5,0
4.0,0,0.5090000000000003,-11.858000000000011,5.183,3.306,38.0,79.837,0,0,42.1,5,0
5.0,0,0.4309999999999974,0.21549999999999753,5.6,4.783,37.0,79.789,0,0,42.6,4,0
6.0,0,0.5609999999999928,0.02599999999999469,2.65,3.817,36.0,79.949,0,0,43.0,4,0
7.0,0,0.6089999999999947,0.08900000000000498,6.054,3.668,35.0,80.027,0,0,42.0,2,0
8.0,0,0.4650000000000034,-0.04799999999999347,6.372,3.237,34.0,79.91300000000001,0,0,42.6,2,0
9.0,0,0.25199999999999534,-0.17850000000000302,6.521,2.943,33.0,79.73,0,0,42.5,2,0
10.0,0,0.1599999999999966,-0.15250000000000008,6.604,3.259,32.0,79.668,0,0,42.4,2,0
11.0,0,0.4549999999999983,0.1015000000000003,6.814,2.981,31.0,79.993,0,0,42.3,2,0
12.0,0,0.29599999999999227,0.06799999999998874,6.437,2.806,30.0,79.86399999999999,0,0,42.5,2,0
13.0,0,0.3079999999999927,-0.07350000000000848,6.453,2.756,29.0,79.90599999999999,0,0,42.6,2,0
14.0,0,0.2189999999999941,-0.03849999999999768,6.34,2.881,28.0,79.847,0,0,42.6,2,0
15.0,0,0.1880000000000024,-0.06000000000000082,6.292,2.787,27.0,79.846,0,0,42.6,2,0
16.0,0,0.2459999999999951,0.013499999999998614,6.522,2.433,26.0,79.934,0,0,42.1,2,0
17.0,0,0.0,-0.09900000000000976,6.614,2.169,25.0,79.708,0,0,42.4,2,0
18.0,0,0.13299999999999557,-0.06149999999999922,6.658,2.085,24.0,79.871,0,0,42.6,2,0
19.0,0,0.5670000000000073,0.2835000000000108,7.038,1.642,23.0,80.33500000000001,0,0,42.5,2,0
20.0,0,0.6440000000000055,0.25550000000000567,7.465,1.468,22.0,80.44200000000001,0,0,42.0,2,0
21.0,0,0.37000000000000455,-0.09850000000000005,7.461,0.88,21.0,80.19800000000001,1,0,42.0,2,0
22.0,0,0.37999999999999545,-0.13200000000000037,7.542,0.984,20.0,80.238,1,0,41.8,2,0
23.0,0,0.25,-0.05999999999999619,7.416,0.978,19.0,80.138,1,0,41.6,2,0
24.0,0,0.0,-0.24950000000000067,6.391,1.07,18.0,79.79899999999999,1,0,42.1,2,0
25.0,0,0.20700000000000784,-0.0810000000000015,6.237,1.12,17.0,80.036,1,0,42.1,2,0
26.0,0,0.47700000000000387,0.23849999999999794,6.144,1.617,16.0,80.336,1,0,41.5,2,0
27.0,0,0.46399999999999864,0.12849999999998502,6.024,2.327,15.0,80.353,1,0,40.5,2,0
28.0,0,0.1460000000000008,-0.1655000000000025,5.686,2.64,14.0,80.065,1,0,40.1,2,0
29.0,0,0.0,-0.3819999999999997,4.908,3.015,13.0,79.649,1,0,39.5,2,0
30.0,0,0.32800000000000296,-0.05900000000000163,4.539,3.012,12.0,80.007,1,0,39.3,2,0
31.0,0,0.5429999999999922,0.27149999999999025,4.565,2.788,11.0,80.252,1,0,39.1,2,0
32.0,0,0.10200000000000387,-0.1130000000000033,4.068,3.536,10.0,79.84100000000001,1,0,39.1,2,0
33.0,0,0.0,-0.293999999999997,3.144,3.94,9.0,79.724,1,0,39.0,2,0
34.0,0,0.1880000000000024,0.02049999999999763,2.364,4.394,8.0,79.94200000000001,1,0,39.4,2,0
35.0,0,0.1740000000000066,0.08700000000000474,2.042,4.641,7.0,79.95800000000001,1,0,38.6,2,0
36.0,0,0.1110000000000042,-0.0384999999999976,1.636,5.288,6.0,79.925,1,0,38.9,2,0
37.0,0,0.561000000000007,0.19350000000000386,1.678,5.286,5.0,80.405,1,0,38.9,2,0
38.0,0,0.49500000000000455,0.1919999999999982,1.8,5.303,4.0,80.369,1,0,38.9,2,0
39.0,0,0.24500000000000455,-0.15800000000000497,1.402,5.757,3.0,80.149,1,0,38.8,2,0
40.0,0,0.5079999999999956,0.0064999999999936706,1.206,6.038,2.0,80.442,1,0,39.1,2,0
41.0,0,0.5699999999999932,0.16249999999999878,1.017,6.781,1.0,80.53399999999999,1,0,40.2,2,0
42.0,0,0.7489999999999952,0.12050000000000667,0.725,7.191,0.0,80.743,1,0,40.6,2,0
1.0,2,0.0,0.0,0.357,0.522,62.0,89.509,0,1,44.5,15,0
2.0,2,0.0,0.0,0.456,0.621,61.0,81.384,0,0,45.5,15,0
3.0,2,0.0,-4.30850000000001,0.556,0.606,60.0,80.952,0,0,45.3,15,0
4.0,2,0.0,-0.25399999999999395,0.684,0.417,59.0,80.936,0,0,45.2,15,0
5.0,2,0.0,-0.13449999999999845,0.81,0.616,58.0,80.74300000000001,0,0,43.6,15,0
6.0,2,0.0,-0.1535000000000052,0.737,0.454,57.0,80.68900000000001,0,0,42.7,15,0
7.0,2,0.03999999999999204,-0.022000000000007035,0.681,0.535,56.0,80.75899999999999,0,0,40.7,15,0
8.0,2,4.545999999999992,2.272999999999993,0.004,2.18,55.0,85.29499999999999,0,1,40.5,18,1
1.0,0,22.903999999999996,11.432000000000004,22.039,2.713,54.0,103.68299999999999,0,1,40.4,17,1
2.0,0,0.0,-2.7869999999999955,20.171,2.871,53.0,79.78099999999999,0,0,40.1,17,0
3.0,0,0.13100000000000023,-11.900500000000008,18.462,2.824,52.0,79.942,0,0,39.6,17,0
4.0,0,0.5350000000000108,0.26749999999999896,1.695,2.889,51.0,80.376,0,0,39.4,17,0
5.0,0,0.6360000000000099,0.25249999999999784,2.133,2.487,50.0,80.507,0,0,39.8,17,0
6.0,0,0.4680000000000035,-0.03350000000000968,1.718,2.38,49.0,80.369,0,0,41.0,17,0
7.0,0,0.5840000000000032,-0.02600000000001079,1.668,2.407,48.0,80.515,0,0,41.3,17,0
8.0,0,0.7810000000000059,0.15650000000000336,1.808,2.151,47.0,80.742,0,0,41.3,17,0
9.0,0,1.0200000000000102,0.21799999999999625,1.941,2.228,46.0,81.01100000000001,0,0,42.0,17,0
10.0,0,1.0480000000000018,0.13349999999998644,2.329,2.169,45.0,81.069,0,0,41.9,17,0
11.0,0,0.8599999999999994,-0.07999999999999977,2.336,2.221,44.0,80.911,0,0,42.2,17,0
12.0,0,0.862000000000009,-0.0930000000000046,2.556,2.227,43.0,80.943,0,0,42.2,17,0
13.0,0,1.0690000000000026,0.1045000000000001,2.775,2.018,42.0,81.17999999999999,0,0,42.0,17,0
14.0,0,0.9250000000000114,0.031500000000001166,2.671,2.158,41.0,81.066,0,0,42.2,17,0
15.0,0,1.2430000000000092,0.08699999999999608,2.64,1.878,40.0,81.414,0,0,42.4,17,0
16.0,0,1.1470000000000056,0.11099999999999627,2.7,1.949,39.0,81.348,0,0,42.3,17,0
17.0,0,1.2360000000000042,-0.003500000000006526,2.626,1.947,38.0,81.467,0,0,42.2,17,0
18.0,0,1.38600000000001,0.11949999999999547,2.138,1.845,37.0,81.647,0,0,42.6,16,0
19.0,0,1.3500000000000085,0.05699999999999214,1.353,1.707,36.0,81.641,0,0,43.0,16,0
20.0,0,1.7379999999999995,0.1759999999999982,1.171,1.567,35.0,82.059,0,0,41.9,16,0
21.0,0,2.180000000000007,0.4149999999999938,1.401,1.155,34.0,82.531,1,0,42.6,16,0
22.0,0,6.591999999999999,2.4269999999999956,3.532,3.839,33.0,86.973,1,1,42.4,17,1
1.0,1,23.298000000000002,10.558999999999985,17.228,124.771,32.0,103.709,0,1,42.4,19,1
2.0,1,0.036000000000001364,-3.2780000000000027,16.181,4.533,31.0,80.47699999999999,0,0,42.5,18,0
3.0,1,0.26200000000000045,-11.518000000000017,15.464,4.36,30.0,80.73299999999999,0,0,42.6,18,0
4.0,1,0.33500000000000796,0.1495000000000086,1.042,4.261,29.0,80.836,0,0,42.9,18,0
5.0,1,2.0150000000000006,0.8764999999999987,3.111,2.436,28.0,82.54599999999999,0,0,42.6,18,0
6.0,1,0.11400000000000432,-0.11050000000000754,1.519,2.58,27.0,80.675,0,0,42.1,18,0
7.0,1,0.28700000000000614,-0.8639999999999929,2.161,3.886,26.0,80.878,0,0,42.4,18,0
8.0,1,0.2960000000000065,0.09099999999999991,1.569,5.308,25.0,80.917,0,0,42.6,18,0
9.0,1,0.2510000000000048,-0.01800000000000082,1.706,6.771,24.0,80.902,0,0,42.5,18,0
10.0,1,2.088000000000008,0.895999999999991,2.758,4.647,23.0,82.769,0,0,42.0,18,0
11.0,1,1.659000000000006,0.7040000000000005,4.626,3.121,22.0,82.37,0,0,42.0,17,0
12.0,1,2.3500000000000085,0.1309999999999891,4.074,0.896,21.0,83.09100000000001,0,0,41.8,17,0
13.0,1,0.26200000000000045,-0.6985,4.261,1.12,20.0,81.033,0,0,41.6,17,0
14.0,1,0.5370000000000061,-0.9064999999999975,4.931,3.135,19.0,81.33800000000001,0,0,42.1,17,0
15.0,1,2.0919999999999987,0.9150000000000014,6.699,2.107,18.0,82.92299999999999,0,0,42.0,17,0
16.0,1,1.5030000000000001,0.48300000000000376,7.901,1.566,17.0,82.36399999999999,1,0,41.5,17,0
17.0,1,0.8710000000000093,-0.610499999999997,8.563,1.632,16.0,81.762,1,0,40.5,17,0
18.0,1,0.4789999999999992,-0.5119999999999981,6.622,1.968,15.0,81.39999999999999,1,0,39.7,17,0
19.0,1,0.6099999999999994,-0.1305,6.669,3.793,14.0,81.56099999999999,1,0,39.5,17,0
20.0,1,0.534000000000006,0.02750000000000267,6.086,3.967,13.0,81.515,1,0,39.3,17,0
21.0,1,0.8050000000000068,0.09749999999999895,4.048,3.948,12.0,81.816,1,0,39.1,17,0
22.0,1,0.8160000000000025,0.14100000000000978,3.595,3.323,11.0,81.857,1,0,39.1,17,0
23.0,1,0.5739999999999981,-0.11550000000000936,2.738,1.852,10.0,81.645,1,0,39.4,17,0
24.0,1,0.8780000000000001,0.03099999999999267,0.903,0.591,9.0,81.979,1,0,39.1,17,0
25.0,1,1.159000000000006,0.2925000000000173,0.739,0.569,8.0,82.29,1,0,38.6,17,0
26.0,1,2.429000000000002,0.7755000000000066,1.597,0.446,7.0,83.59,1,0,38.9,17,0
27.0,1,1.588000000000008,0.2144999999999999,0.65,0.339,6.0,82.779,1,0,38.9,17,0
28.0,1,1.6330000000000098,-0.39799999999999586,0.679,0.508,5.0,82.854,1,0,38.9,17,0
29.0,1,2.078000000000003,0.24500000000000574,0.427,1.08,4.0,83.329,1,0,38.7,17,0
30.0,1,2.63900000000001,0.5030000000000093,0.355,0.837,3.0,83.92,1,0,39.1,17,0
31.0,1,1.9840000000000089,-0.04699999999999795,4.459,1.876,2.0,83.295,1,0,40.6,16,0
32.0,1,0.4410000000000025,-1.0990000000000133,4.782,1.336,1.0,81.782,1,0,40.6,16,0
1.0,0,0.0,0.0,0.519,0.576,62.0,86.915,0,1,44.5,10,0
2.0,0,0.0,0.0,0.752,0.772,61.0,80.769,0,0,45.5,10,0
3.0,0,0.0,-3.4310000000000183,0.907,0.942,60.0,80.113,0,0,45.3,10,0
4.0,0,0.26900000000000546,-0.20850000000000452,1.019,0.987,59.0,80.412,0,0,45.2,10,0
5.0,0,0.2400000000000091,0.12000000000000584,1.005,1.045,58.0,80.41300000000001,0,0,43.6,10,0
6.0,0,0.28700000000000614,0.008999999999989914,0.965,1.257,57.0,80.49000000000001,0,0,42.7,10,0
7.0,0,0.7280000000000086,0.24399999999999772,0.934,1.044,56.0,80.961,0,0,41.7,10,0
8.0,0,0.42499999999999716,0.06899999999999423,1.134,1.08,55.0,80.68799999999999,0,0,40.5,10,0
9.0,0,0.6779999999999973,-0.024999999999996223,1.509,0.942,54.0,80.97099999999999,0,0,40.4,10,0
10.0,0,0.632000000000005,0.10350000000000052,1.541,0.891,53.0,80.955,0,0,40.1,10,0
11.0,0,0.2150000000000034,-0.23150000000000714,1.222,2.917,52.0,80.568,0,0,39.6,10,0
12.0,0,0.534000000000006,-0.04900000000000145,1.943,2.885,51.0,80.917,0,0,39.4,9,0
13.0,0,0.44599999999999795,0.11550000000000119,10.781,2.68,50.0,80.859,0,0,39.8,8,0
14.0,0,0.0,-0.3095000000000059,10.529,3.734,49.0,80.358,0,0,40.1,8,0
15.0,0,0.0,-0.33849999999999086,10.482,4.394,48.0,80.242,0,0,41.0,8,0
16.0,0,0.15500000000000114,0.004500000000002823,10.12,4.928,47.0,80.427,0,0,41.3,8,0
17.0,0,5.117999999999995,2.5589999999999935,15.074,0.922,46.0,85.42,0,1,42.0,8,0
18.0,0,0.7530000000000001,0.29899999999999205,15.489,1.534,45.0,81.08500000000001,0,0,41.9,8,0
19.0,0,0.17199999999999704,-2.472999999999989,15.369,2.451,44.0,80.534,0,0,42.2,8,0
20.0,0,0.5859999999999985,-0.08350000000001277,15.415,2.799,43.0,80.978,0,0,42.3,8,0
21.0,0,0.25799999999999557,0.042999999999994085,11.99,3.441,42.0,80.67999999999999,1,0,42.0,8,0
22.0,0,0.18899999999999295,-0.1985000000000122,15.105,4.267,41.0,80.64099999999999,1,0,41.8,7,0
23.0,0,0.2879999999999967,0.015000000000002728,15.514,0.161,40.0,80.77,1,0,42.2,6,0
24.0,0,1.0019999999999953,0.40650000000000625,2.055,4.749,39.0,81.514,1,0,42.3,6,0
25.0,0,0.5459999999999923,0.12899999999999873,3.306,2.628,38.0,81.088,1,0,42.1,6,0
26.0,0,0.6940000000000026,-0.1540000000000008,4.783,0.128,37.0,81.266,1,0,42.6,5,0
27.0,0,2.090999999999994,0.7725000000000072,2.159,3.032,36.0,82.693,1,0,43.0,7,0
